,Speaker,transcript_text,clean_transcript_text,date
115,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN President Melzer,President Melzer,19951219
116,MR MELZER,MR MELZER Thanks Alan I have four general points to make today The first is that the Eighth District economy continues to grow at a moderate pace District retailers expect this holiday season to be somewhat better than last year's About half of District auto dealers report autumn sales levels above those of last year and to the extent sales have been damped one often-cited factor has been shortages of popular trucks and mini vans Industry contacts continue to report slow steady growth although contractions continue in the apparel shoe manufacturing and coal mining industries The pace of residential construction has slowed slightly but multifamily construction is picking up the slack in some areas Nonresidential construction continues to be a bright spot in many parts of the District Overall loan demand remains healthy with some signs of softening and District banks continue to post record profits I might mention that a couple of bankers on our board expect a possible mini mortgage refinancing boom to get started early next year There is some evidence of that starting now An informal survey of District contacts reveals that labor problems of various kinds such as shortages unqualified applicants and retention are affecting many businesses Reports of tight labor markets defined as a shortage of available qualified workers are concentrated in areas in the southern parts of the District especially northwest and central Arkansas northern Mississippi and western Tennessee Some contacts believe the shortage is so acute now that it is discouraging firms from expanding operations or setting up new operations in the affected areas An added number of firms have begun to import foreign labor to fill positionsMy second major point is that the long-term inflation outlook is inconsistent with the Committee's price stability goals The central concern of the fomc should be progress toward price stability and there seems to be little public confidence that substantial gains on this front will be made anytime in the foreseeable future Some long-term inflation forecasts with horizons of five years or more have indeed been adjusted downward over the last year But generally these forecasts still show that market participants expect inflation at current levels well into the next century One such forecast was released in October by the Blue Chip group Their consensus forecast is for consumer price inflation to average about 32 percent annually through the year 2006 The Livingston Survey of Economists released yesterday predicts a similar 3 percent rate over the same period while the University of Michigan Survey of Consumers has the same 3 percent figure according to preliminary December dataIn addition wage pressures may not remain quiescent over the next year which is something that I think we all have been puzzled about to some extent given the reported tightness in labor markets for some time The recent settlement with workers at Boeing was in the view of some of our directors surprisingly rich As Bob Parry mentioned it included a lump sum payment of 10 percent in the first year a 4-1/2 percent lump sum payment in the second year general wage increases of 3 percent in years three and four and I haven't been able to nail this down but one individual mentioned to me that these general wage increases appeared to be on top of cost-of-living increases I will have to try to nail that down Finally there was a major reversal on company plans to shift more medical costs to employees They have gone from trying to shift costs on insured health care to the employee to actually paying a substantial bonus if employees opt for HMOs and they have not shifted any costs to workers on the traditional plans I am afraid that this settlement could be a harbinger of things to come Stubbornly high inflation expectations and possible future wage increases have led me to view the current situation as a window of opportunity Ed Boehne mentioned fluid expectations I think that had to do with the real side I would also say that expectations could be quite fluid with respect to inflation Moves now to place downward pressure on inflation expectations might pay handsome dividends in the future The fomc and I agree with what Al Broaddus said a minute ago should develop a plan to move further toward price stability and offer markets some convincing evidence that we intend to achieve such a goal in a reasonable timeframe I think some specific objective would go a long way in that directionMy third major point is that the national economy seems to be growing near the post-war average Most private forecasters predict stable and sustainable growth in real output through 1997 The Blue Chip group for example foresees growth of about 2-1/2 percent through the end of 1996 and a majority of respondents expect growth to continue into 1997 The unemployment rate is low and belies predictions of imminent weakness The index of leading indicators of course has been falling through most of 1995 but almost all of this decline is dominated by the changes in the prices of sensitive materials The rate of increase in these materials prices I think has merely been tapering off from the very rapid pace set in 1994 and in fact could be interpreted as a positive factor for the economy not a negative The rally in longer-term bonds is mostly good news for 1996 growth prospects It should help the housing industry as well as business investment and may lead as I mentioned before to a new wave of mortgage refinancingMy final point is that recent trends in financial markets seem consistent with continued expansion which I think is a point Mike made earlier in his briefing Aggregate credit remains readily available even though growth in total bank loans has slowed recently as firms have turned to longer-term capital markets In addition the growth in M2 since the beginning of 1995 seems consistent with an economy growing at potential The marked runoff in total reserves over the last two years albeit distorted by the spread of sweep accounts is a cause for concern On balance however growth in the monetary aggregates supports an expectation of continued moderate expansion in nominal gdp Thank you,Thanks Alan I have four general points to make today The first is that the Eighth District economy continues to grow at a moderate pace District retailers expect this holiday season to be somewhat better than last year's About half of District auto dealers report autumn sales levels above those of last year and to the extent sales have been damped one often-cited factor has been shortages of popular trucks and mini vans Industry contacts continue to report slow steady growth although contractions continue in the apparel shoe manufacturing and coal mining industries The pace of residential construction has slowed slightly but multifamily construction is picking up the slack in some areas Nonresidential construction continues to be a bright spot in many parts of the District Overall loan demand remains healthy with some signs of softening and District banks continue to post record profits I might mention that a couple of bankers on our board expect a possible mini mortgage refinancing boom to get started early next year There is some evidence of that starting now An informal survey of District contacts reveals that labor problems of various kinds such as shortages unqualified applicants and retention are affecting many businesses Reports of tight labor markets defined as a shortage of available qualified workers are concentrated in areas in the southern parts of the District especially northwest and central Arkansas northern Mississippi and western Tennessee Some contacts believe the shortage is so acute now that it is discouraging firms from expanding operations or setting up new operations in the affected areas An added number of firms have begun to import foreign labor to fill positionsMy second major point is that the long-term inflation outlook is inconsistent with the Committee's price stability goals The central concern of the fomc should be progress toward price stability and there seems to be little public confidence that substantial gains on this front will be made anytime in the foreseeable future Some long-term inflation forecasts with horizons of five years or more have indeed been adjusted downward over the last year But generally these forecasts still show that market participants expect inflation at current levels well into the next century One such forecast was released in October by the Blue Chip group Their consensus forecast is for consumer price inflation to average about 32 percent annually through the year 2006 The Livingston Survey of Economists released yesterday predicts a similar 3 percent rate over the same period while the University of Michigan Survey of Consumers has the same 3 percent figure according to preliminary December dataIn addition wage pressures may not remain quiescent over the next year which is something that I think we all have been puzzled about to some extent given the reported tightness in labor markets for some time The recent settlement with workers at Boeing was in the view of some of our directors surprisingly rich As Bob Parry mentioned it included a lump sum payment of 10 percent in the first year a 4-1/2 percent lump sum payment in the second year general wage increases of 3 percent in years three and four and I haven't been able to nail this down but one individual mentioned to me that these general wage increases appeared to be on top of cost-of-living increases I will have to try to nail that down Finally there was a major reversal on company plans to shift more medical costs to employees They have gone from trying to shift costs on insured health care to the employee to actually paying a substantial bonus if employees opt for HMOs and they have not shifted any costs to workers on the traditional plans I am afraid that this settlement could be a harbinger of things to come Stubbornly high inflation expectations and possible future wage increases have led me to view the current situation as a window of opportunity Ed Boehne mentioned fluid expectations I think that had to do with the real side I would also say that expectations could be quite fluid with respect to inflation Moves now to place downward pressure on inflation expectations might pay handsome dividends in the future The fomc and I agree with what Al Broaddus said a minute ago should develop a plan to move further toward price stability and offer markets some convincing evidence that we intend to achieve such a goal in a reasonable timeframe I think some specific objective would go a long way in that directionMy third major point is that the national economy seems to be growing near the post-war average Most private forecasters predict stable and sustainable growth in real output through 1997 The Blue Chip group for example foresees growth of about 2-1/2 percent through the end of 1996 and a majority of respondents expect growth to continue into 1997 The unemployment rate is low and belies predictions of imminent weakness The index of leading indicators of course has been falling through most of 1995 but almost all of this decline is dominated by the changes in the prices of sensitive materials The rate of increase in these materials prices I think has merely been tapering off from the very rapid pace set in 1994 and in fact could be interpreted as a positive factor for the economy not a negative The rally in longer-term bonds is mostly good news for 1996 growth prospects It should help the housing industry as well as business investment and may lead as I mentioned before to a new wave of mortgage refinancingMy final point is that recent trends in financial markets seem consistent with continued expansion which I think is a point Mike made earlier in his briefing Aggregate credit remains readily available even though growth in total bank loans has slowed recently as firms have turned to longer-term capital markets In addition the growth in M2 since the beginning of 1995 seems consistent with an economy growing at potential The marked runoff in total reserves over the last two years albeit distorted by the spread of sweep accounts is a cause for concern On balance however growth in the monetary aggregates supports an expectation of continued moderate expansion in nominal gdp Thank you,19951219
117,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN President Stern,President Stern,19951219
118,MR STERN,MR STERN Thank you Mr Chairman Let me start by saying that I agree with Mike's comment that the expansion at the national level has not run out of steam and that it will continueAs far as the Ninth District economy is concerned it remains in pretty good shape although the anecdotes this time around are perhaps a bit more mixed than they have been in a while and I will comment on that Retailers of course express concern That goes with the territory to some extent I think the concern also reflects the fact that there are simply more of them and they are getting smaller shares of a growing market That is part of what is going on here Certainly some of the large auto dealers in our District point out that a shortage of sports utility vehicles in particular is restraining sales from what they otherwise would be I happened to be at a meeting with a variety of real estate and construction tycoons whose business is concentrated but not exclusively in the Twin Cities metropolitan area They were all smiles because 1995 was a very good year for these people though not a record year This included everything from single-family and multifamily developers on up through commercial construction large-scale projects and so forth They seem very comfortable with the outlook for 1996 I would say that they were confident that they were going to have another good yearAs has been the case for quite some time labor markets in the District are tight There are shortages of skilled and unskilled workers in various parts of the District As Tom Melzer mentioned for his District I think the shortages are constraining expansion in some parts of our District That also has started to translate into more signs of wage pressures than formerly was the case It's by no means universal but I did hear more about sizable wage increases recently than I had earlier The principal area of concern is in manufacturing Even those manufacturers who have had a pretty good year in 1995 and there is quite a number of them say that orders have slowed and they express some concern about 1996 I have a sense that inventories are higher in a large part of manufacturing than managers would like them to be They intend of course to pare those back but that implies that the manufacturing sector could remain soggy for some time That seems to me to be the principal area of softness at the momentI think Mike Prell's commentary about inflation and the risks on the up side is well taken But I wonder if there isn't an equally good case to suggest that maybe we are going to do better on inflation than the published forecasts suggest If I wanted to make that case I would point to the following factors They are not additive; I will just throw them out as factors One is a number of consecutive years of modest growth in the money supply measures The second is my sense that productivity has done better than anticipated and probably better than measured in many cases This is something that may well continue Third I think we are going to get a continuation of restrictive fiscal policy it may be back loaded and all of that but I think it is still likely to occur Finally I have a sense that more and more central banks around the world are committed to low inflation policies Ultimately that matters So I think one canmake a case that the inflation outlook based on those factors may be a bit more promising than we might otherwise expect,Thank you Mr Chairman Let me start by saying that I agree with Mike's comment that the expansion at the national level has not run out of steam and that it will continueAs far as the Ninth District economy is concerned it remains in pretty good shape although the anecdotes this time around are perhaps a bit more mixed than they have been in a while and I will comment on that Retailers of course express concern That goes with the territory to some extent I think the concern also reflects the fact that there are simply more of them and they are getting smaller shares of a growing market That is part of what is going on here Certainly some of the large auto dealers in our District point out that a shortage of sports utility vehicles in particular is restraining sales from what they otherwise would be I happened to be at a meeting with a variety of real estate and construction tycoons whose business is concentrated but not exclusively in the Twin Cities metropolitan area They were all smiles because 1995 was a very good year for these people though not a record year This included everything from single-family and multifamily developers on up through commercial construction large-scale projects and so forth They seem very comfortable with the outlook for 1996 I would say that they were confident that they were going to have another good yearAs has been the case for quite some time labor markets in the District are tight There are shortages of skilled and unskilled workers in various parts of the District As Tom Melzer mentioned for his District I think the shortages are constraining expansion in some parts of our District That also has started to translate into more signs of wage pressures than formerly was the case It's by no means universal but I did hear more about sizable wage increases recently than I had earlier The principal area of concern is in manufacturing Even those manufacturers who have had a pretty good year in 1995 and there is quite a number of them say that orders have slowed and they express some concern about 1996 I have a sense that inventories are higher in a large part of manufacturing than managers would like them to be They intend of course to pare those back but that implies that the manufacturing sector could remain soggy for some time That seems to me to be the principal area of softness at the momentI think Mike Prell's commentary about inflation and the risks on the up side is well taken But I wonder if there isn't an equally good case to suggest that maybe we are going to do better on inflation than the published forecasts suggest If I wanted to make that case I would point to the following factors They are not additive; I will just throw them out as factors One is a number of consecutive years of modest growth in the money supply measures The second is my sense that productivity has done better than anticipated and probably better than measured in many cases This is something that may well continue Third I think we are going to get a continuation of restrictive fiscal policy it may be back loaded and all of that but I think it is still likely to occur Finally I have a sense that more and more central banks around the world are committed to low inflation policies Ultimately that matters So I think one canmake a case that the inflation outlook based on those factors may be a bit more promising than we might otherwise expect,19951219
119,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN President Moskow,President Moskow,19951219
120,MR MOSKOW,MR MOSKOW Mr Chairman the level of economic activity in the Seventh District continues to be somewhat higher on balance than that for the nation but the recent pattern of slowing growth seems to parallel what is happening nationally I should note that our directors at their meeting last week expressed somewhat more concern about the District and national economies than they had in recent months Mr Chairman you heard those comments firsthand by telephoneReports from District retailers have been mixed with national chains continuing to report that sales at their stores located in the District generally are slightly stronger than their sales nationally Several retailers reported that price-conscious consumers have been hesitant during this holiday shopping season hoping to get even better deals as the season draws to asePromotional activity and discounting have been intense this year as Ed Boehne mentioned not only because consumer spending grcwth has slowed but also because of overcapacity in the industry as Gary Stern mentioned But there is one piece of good news Some of this excess capacity in the Chicago area has been taken up by a dramatic surge in sales of anything with the name Northwestern University on it [Laughter] particularly when it has roses on it to celebrate Northwestern's first trip to the Rose Bowl since 1949In the District's housing sector which has been quite strong home sales and starts have softened recently in part due to the adverse weather In contrast to a decline nationally housing permits in our region actually moved up in October So our regional market may not be as soft as the October sales and starts data suggested In terms of autos and light trucks the situation has not changed significantly since our last meeting This is still an area of concern While it's too early to get a good fix on December sales industry contacts report that the current pace is in line with or slightly higher than the November level Despite some improvement in sales rates since October production plans for light vehicles through the first quarter have been pared back gradually as inventories have climbed this quarter For manufacturing generally the momentum that was developing this fall appears to have dissipated somewhat in November Purchasing manager surveys from around the District for example indicate that overall activity in the region's manufacturing sector flattened out in November after having expanded in OctoberHowever we do have advance information on the Chicago Purchasing Managers' Index that will be released to the public at the end of December That indicates a rebound from 499 in November to 576 in December Again a word of caution; that information won't be released until the end of this month Steel shipments continue at high levels in the fourth quarter led by demand in construction­ related markets Overall demand growth however has slowed in recent months I have been talking to people in the steel industry recently and of course their main concern is that prices are soft in their industry in part due to the slower growth and in part due to the new capacity that is coming on stream Another reason that steel prices are expected to continue to be soft is that the integrated producersnow have labor contracts that prevent them from laying off employees regardless of production levels So even if theyse down blast furnaces they still have these employees on the payroll and of course this encourages them to continue producing at very high levels That contract provision was negotiated in 1993 Labor markets in the District remain tight with unemployment rates still well below the national average and we are still receiving some reports of rising wage pressures especially for low-skill entry­ level jobs Price patterns in the District do not seem to have changed much since our last meeting Natural gas prices increased sharply with the cold weather in November and early December but this is viewed as a short-term phenomenonTurning to the national picture we see the economy growing near its potential over the next year but perhaps slightly below the Greenbook path cpi inflation should continue around 2-3/4 percent which is basically similar to the Greenbook assessment This view of the economy is shared by other economists in our District who attended our ninth annual economic outlook symposium earlier this month The median forecast of this group of 33 economists was for real gdp to increase 24 percent over the four quarters of 1996 the cpi to rise28 percent over the same period and unemployment to average 58 percent in the fourth quarter of next year,Mr Chairman the level of economic activity in the Seventh District continues to be somewhat higher on balance than that for the nation but the recent pattern of slowing growth seems to parallel what is happening nationally I should note that our directors at their meeting last week expressed somewhat more concern about the District and national economies than they had in recent months Mr Chairman you heard those comments firsthand by telephoneReports from District retailers have been mixed with national chains continuing to report that sales at their stores located in the District generally are slightly stronger than their sales nationally Several retailers reported that price-conscious consumers have been hesitant during this holiday shopping season hoping to get even better deals as the season draws to asePromotional activity and discounting have been intense this year as Ed Boehne mentioned not only because consumer spending grcwth has slowed but also because of overcapacity in the industry as Gary Stern mentioned But there is one piece of good news Some of this excess capacity in the Chicago area has been taken up by a dramatic surge in sales of anything with the name Northwestern University on it [Laughter] particularly when it has roses on it to celebrate Northwestern's first trip to the Rose Bowl since 1949In the District's housing sector which has been quite strong home sales and starts have softened recently in part due to the adverse weather In contrast to a decline nationally housing permits in our region actually moved up in October So our regional market may not be as soft as the October sales and starts data suggested In terms of autos and light trucks the situation has not changed significantly since our last meeting This is still an area of concern While it's too early to get a good fix on December sales industry contacts report that the current pace is in line with or slightly higher than the November level Despite some improvement in sales rates since October production plans for light vehicles through the first quarter have been pared back gradually as inventories have climbed this quarter For manufacturing generally the momentum that was developing this fall appears to have dissipated somewhat in November Purchasing manager surveys from around the District for example indicate that overall activity in the region's manufacturing sector flattened out in November after having expanded in OctoberHowever we do have advance information on the Chicago Purchasing Managers' Index that will be released to the public at the end of December That indicates a rebound from 499 in November to 576 in December Again a word of caution; that information won't be released until the end of this month Steel shipments continue at high levels in the fourth quarter led by demand in construction­ related markets Overall demand growth however has slowed in recent months I have been talking to people in the steel industry recently and of course their main concern is that prices are soft in their industry in part due to the slower growth and in part due to the new capacity that is coming on stream Another reason that steel prices are expected to continue to be soft is that the integrated producersnow have labor contracts that prevent them from laying off employees regardless of production levels So even if theyse down blast furnaces they still have these employees on the payroll and of course this encourages them to continue producing at very high levels That contract provision was negotiated in 1993 Labor markets in the District remain tight with unemployment rates still well below the national average and we are still receiving some reports of rising wage pressures especially for low-skill entry­ level jobs Price patterns in the District do not seem to have changed much since our last meeting Natural gas prices increased sharply with the cold weather in November and early December but this is viewed as a short-term phenomenonTurning to the national picture we see the economy growing near its potential over the next year but perhaps slightly below the Greenbook path cpi inflation should continue around 2-3/4 percent which is basically similar to the Greenbook assessment This view of the economy is shared by other economists in our District who attended our ninth annual economic outlook symposium earlier this month The median forecast of this group of 33 economists was for real gdp to increase 24 percent over the four quarters of 1996 the cpi to rise28 percent over the same period and unemployment to average 58 percent in the fourth quarter of next year,19951219
121,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Thank you President McTeer,Thank you President McTeer,19951219
122,MR MCTEER,MR MCTEER The economy in the Eleventh District continues to be healthy Throughout 1995 we kept hearing that employment growth had slowed in our District and that we were converging toward the slower rate of growth in the nation as a whole These District estimates kept being revised up Through October employment growth has been about 3 percent for the year about double the rate of the country as a whole Reports from our directors and Beigebook contacts suggest moderate to strong growth across virtually all the Dallas District We had a joint board meeting last week of all of our offices and the reports were quite upbeat The directors from the major cities in Texas were competing with each other in claiming that their local economies were stronger and that they were more on the leading edge of high tech It's been quite a while since there has been that sort of competition and optimism in our District There were some exceptions though Retail is doing poorly Agriculture has been hurt by low beef prices especially low beef prices relative to grain prices and by boll weevils in the cotton fields Our areas along the Mexican border are flat overall with weak retail results being offset by strong construction activities related to the maquiladora operations on the Mexican side of the border These factories continue to expand as they benefit from the weak peso and the resulting low wages in dollar terms Our friends attell us that sales in recent weeks have been absolutely terrible with general merchandise and apparel sales being at recession levels My concern is that this weak performance will pass through to reduced orders a rundown of bloated inventories production cutbacks and all the restI fear that without some reduction of monetary restraint the economy at the national level could run out of momentum before very long I think our research economists would almost without exceptionagree with Mike Prell's five points My instinct is that the downside risks are somewhat greater than that,The economy in the Eleventh District continues to be healthy Throughout 1995 we kept hearing that employment growth had slowed in our District and that we were converging toward the slower rate of growth in the nation as a whole These District estimates kept being revised up Through October employment growth has been about 3 percent for the year about double the rate of the country as a whole Reports from our directors and Beigebook contacts suggest moderate to strong growth across virtually all the Dallas District We had a joint board meeting last week of all of our offices and the reports were quite upbeat The directors from the major cities in Texas were competing with each other in claiming that their local economies were stronger and that they were more on the leading edge of high tech It's been quite a while since there has been that sort of competition and optimism in our District There were some exceptions though Retail is doing poorly Agriculture has been hurt by low beef prices especially low beef prices relative to grain prices and by boll weevils in the cotton fields Our areas along the Mexican border are flat overall with weak retail results being offset by strong construction activities related to the maquiladora operations on the Mexican side of the border These factories continue to expand as they benefit from the weak peso and the resulting low wages in dollar terms Our friends attell us that sales in recent weeks have been absolutely terrible with general merchandise and apparel sales being at recession levels My concern is that this weak performance will pass through to reduced orders a rundown of bloated inventories production cutbacks and all the restI fear that without some reduction of monetary restraint the economy at the national level could run out of momentum before very long I think our research economists would almost without exceptionagree with Mike Prell's five points My instinct is that the downside risks are somewhat greater than that,19951219
123,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN President Hoenig,President Hoenig,19951219
124,MR HOENIG,MR HOENIG Mr Chairman the Tenth District economy remains strong overall with only a couple of our directors indicating some evidence of slight slowing Payroll employment in the District for example has been growing at a fairly healthy pace with gains in all our District states Among other signs of strength District manufacturers continue to operate at levels near or at capacity especially in our durable goods industries Our directors also report that retail sales appear to be holding up during the holiday season although sales probably will grow less than they did a year ago in some areas Finally construction activity has been brisk throughout our District typically the building of roads and other public infrastructure While the economy in the Kansas City District appears to be generally strong a few sectors are giving us some mixed signals One of those of course is the farm economy which has been helped by higher crop prices but financial losses continue to hurt the cattle industry which is a very important industry within our region While oil and gas drilling activity has picked up recently the District energy industry remains lackluster overall with the workforce continuing to shrink somewhatThe final point I would make on the District is that to date at least upward pressure on wages and prices has been limited Labor markets remain tight in many parts of the District but reports of rising wages though evident still remain scatteredFor the national economy I believe that given current policy conditions are such that growth for the next several quarters will be about 2 to 2-1/2 percent and inflation will be 3 percent perhaps a little less In this environment moreover economic resources will continue to be used at or near capacity levels A little concern has been raised here about consumer spending and fiscal drag As for consumption I think it certainly needs to be monitored but I believe it can be maintained at levels consistent with the income growth projected in these gdp forecasts Consumer debt while it indeed has increased relative to income is not at historical peaks and I think it would allow consumption to continue upwardAlso if we assume that consumer debt burdens are excessive I am not sure that monetary policy can address that issue in the longer runAs regards fiscal policy I agree that the budget debate should not be a consideration for us Reasonable estimates suggest though that the deficit reductions in 1996 are likely to be quite small Thus any drag on the economy from fiscal actions will be limited in the foreseeable future at least I also would point out that lower yields in long-term debt markets have been stimulative That suggests to me that in the context of developments in those markets our policy has been neutral and not slightly tight Thus overall we have an economy slowing to potential and inflation capped at only 3 percent and that is something that I think we should keep in mind as we go forward,Mr Chairman the Tenth District economy remains strong overall with only a couple of our directors indicating some evidence of slight slowing Payroll employment in the District for example has been growing at a fairly healthy pace with gains in all our District states Among other signs of strength District manufacturers continue to operate at levels near or at capacity especially in our durable goods industries Our directors also report that retail sales appear to be holding up during the holiday season although sales probably will grow less than they did a year ago in some areas Finally construction activity has been brisk throughout our District typically the building of roads and other public infrastructure While the economy in the Kansas City District appears to be generally strong a few sectors are giving us some mixed signals One of those of course is the farm economy which has been helped by higher crop prices but financial losses continue to hurt the cattle industry which is a very important industry within our region While oil and gas drilling activity has picked up recently the District energy industry remains lackluster overall with the workforce continuing to shrink somewhatThe final point I would make on the District is that to date at least upward pressure on wages and prices has been limited Labor markets remain tight in many parts of the District but reports of rising wages though evident still remain scatteredFor the national economy I believe that given current policy conditions are such that growth for the next several quarters will be about 2 to 2-1/2 percent and inflation will be 3 percent perhaps a little less In this environment moreover economic resources will continue to be used at or near capacity levels A little concern has been raised here about consumer spending and fiscal drag As for consumption I think it certainly needs to be monitored but I believe it can be maintained at levels consistent with the income growth projected in these gdp forecasts Consumer debt while it indeed has increased relative to income is not at historical peaks and I think it would allow consumption to continue upwardAlso if we assume that consumer debt burdens are excessive I am not sure that monetary policy can address that issue in the longer runAs regards fiscal policy I agree that the budget debate should not be a consideration for us Reasonable estimates suggest though that the deficit reductions in 1996 are likely to be quite small Thus any drag on the economy from fiscal actions will be limited in the foreseeable future at least I also would point out that lower yields in long-term debt markets have been stimulative That suggests to me that in the context of developments in those markets our policy has been neutral and not slightly tight Thus overall we have an economy slowing to potential and inflation capped at only 3 percent and that is something that I think we should keep in mind as we go forward,19951219
125,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN President-elect Guynn,President-elect Guynn,19951219
126,MR GUYNN,MR GUYNN Thank you Mr Chairman The Southeast continues to grow at a rate that appears to be above the national average Thus far no sector appears to be overextended Wage and price pressures are stable Our District's pretty extensive manufacturers' survey shows no net movement in either input or final goods prices The scattered labor shortages that we saw earlier this year particularly in the Atlanta and Nashville markets appear to have abated without any persisting effect on wages This time of the year we like everyone else have been watching retail activity For our District retail sales have been quite good compared to last year and to expectations especially for high-end goods like jewelry and home furnishings That pattern has been pretty even across our DistrictOf course auto sales have been noticeably weak as others have indicated for other parts of the country I might mention that commercial construction in the Southeast is also quite strong; that construction activity is concentrated in the retail sector While we are seeing some speculative building of retail space mostly in Atlanta and Miami that is not yet at a worrisome level We also are seeing expansion of office and industrial building but most of that is on a build-to-suit basis We see very little speculative building in the office market As one might expect Olympic-related building and public projects are adding measurably to activity in both Atlanta and surrounding cities that are getting some draw from the Olympics Overall the Sixth District is expanding smartly although activity has slowed noticeably from this time last year Still it remains hard to find problems that are widespread or worsening in either economic activity or in pricing practicesAs far as the national outlook is concerned the Atlanta forecast on the surface is remarkably similar to the Greenbook's: It includes moderate growth in consumer spending strong but decelerating business fixed investment little net contribution that we ca<l see in either direction from net exports and fairly stable inflation near the 3 percent level Neither forecast sees serious imbalancesNevertheless there are differences in interpretation between our forecast and the Greenbook that have implications for our policy discussion I will say more about that during the policy go-around We interpret the relatively benign inflation environment as being in large measure the outcome of the last fifteen years of tough inflation policy The Greenbook does not seem as confident on that change But I would also underscore the point that Gary Stern made toward the end of his comments about some of the fundamental changes that have taken place and the reasons that one can be optimistic about the inflation outlook We do not see the current forecast as a rigid limit on potential growth In our view moderate additional growth would likely have no effective inflation cost In that way our outlook is somewhat different from the Greenbook and somewhat different from the other comments that have been made around the table Thank you MrChairman,Thank you Mr Chairman The Southeast continues to grow at a rate that appears to be above the national average Thus far no sector appears to be overextended Wage and price pressures are stable Our District's pretty extensive manufacturers' survey shows no net movement in either input or final goods prices The scattered labor shortages that we saw earlier this year particularly in the Atlanta and Nashville markets appear to have abated without any persisting effect on wages This time of the year we like everyone else have been watching retail activity For our District retail sales have been quite good compared to last year and to expectations especially for high-end goods like jewelry and home furnishings That pattern has been pretty even across our DistrictOf course auto sales have been noticeably weak as others have indicated for other parts of the country I might mention that commercial construction in the Southeast is also quite strong; that construction activity is concentrated in the retail sector While we are seeing some speculative building of retail space mostly in Atlanta and Miami that is not yet at a worrisome level We also are seeing expansion of office and industrial building but most of that is on a build-to-suit basis We see very little speculative building in the office market As one might expect Olympic-related building and public projects are adding measurably to activity in both Atlanta and surrounding cities that are getting some draw from the Olympics Overall the Sixth District is expanding smartly although activity has slowed noticeably from this time last year Still it remains hard to find problems that are widespread or worsening in either economic activity or in pricing practicesAs far as the national outlook is concerned the Atlanta forecast on the surface is remarkably similar to the Greenbook's: It includes moderate growth in consumer spending strong but decelerating business fixed investment little net contribution that we ca<l see in either direction from net exports and fairly stable inflation near the 3 percent level Neither forecast sees serious imbalancesNevertheless there are differences in interpretation between our forecast and the Greenbook that have implications for our policy discussion I will say more about that during the policy go-around We interpret the relatively benign inflation environment as being in large measure the outcome of the last fifteen years of tough inflation policy The Greenbook does not seem as confident on that change But I would also underscore the point that Gary Stern made toward the end of his comments about some of the fundamental changes that have taken place and the reasons that one can be optimistic about the inflation outlook We do not see the current forecast as a rigid limit on potential growth In our view moderate additional growth would likely have no effective inflation cost In that way our outlook is somewhat different from the Greenbook and somewhat different from the other comments that have been made around the table Thank you MrChairman,19951219
